filing_date,accession_number,company_name,share_class,cusip,value_thousands,shares,source_file
2012-09-30,0001140361-12-046781,STATE STREET CORP,COM,857477103,445,10600,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,STRYKER CORP,COM,863667101,3045,54706,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,SUNCOR ENERGY INC,COM,867224107,10106,312500,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,SUNTRUST BANKS INC,COM,867914103,1838,65028,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,T ROWE PRICE GROUP INC,COM,74144T108,1370,21642,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TALISMAN ENERGY INC,COM,87425E103,2532,192700,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TARGET CORP,COM,87612E106,4735,74600,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TD AMERITRADE HOLDING CORP,COM,87236Y108,4438,288757,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TEREX CORP,COM,880779103,1591,70466,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TEXTRON INC,COM,883203101,537,20520,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TIMKEN CO,COM,887389104,257,6915,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TOLL BROTHERS INC,COM,889478103,269,8100,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TRANSCANADA CORP,COM,89353D107,6067,135600,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,TYCO INTERNATIONAL LTD,SHS,H89128104,4779,84943,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,UNITED TECHNOLOGIES CORP,COM,913017109,7388,94367,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,UNITEDHEALTH GROUP INC,COM,91324P102,4948,89306,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,UNUM GROUP,COM,91529Y106,5545,288501,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,URBAN OUTFITTERS INC,COM,917047102,4161,110776,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,US BANCORP                            COM,NEW,902973304,1714,49984,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,VALERO ENERGY CORP,COM,91913Y100,11152,352033,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,VCA ANTECH INC,COM,918194101,1270,64409,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,VERISIGN INC,COM,92343E102,1636,33599,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,VERIZON COMMUNICATIONS INC,COM,92343V104,20566,451300,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WAL-MART STORES INC,COM,931142103,6568,89004,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WALGREEN CO,COM,931422109,8962,245946,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WASTE MANAGEMENT INC,COM,94106L109,575,17928,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WELLPOINT INC.,COM,94973V107,8617,148537,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WHOLE FOODS MARKET INC,COM,966837106,4621,47441,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WILLIAMS-SONOMA INC,COM,969904101,1308,29753,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,WYNN RESORTS LTD,COM,983134107,4802,41600,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,XEROX CORP,COM,984121103,6692,911737,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,XILINX INC,COM,983919101,1693,50673,000114036112046781_0001140361-12-046781.txt
2012-09-30,0001140361-12-046781,ZIMMER HOLDINGS INC,COM,98956P102,2907,42994,000114036112046781_0001140361-12-046781.txt
2012-12-31,0001140361-13-006490,ISHARES IBOXX INV GR CORP BD        IBOXX INV,CPBD,464287242,44011,363755,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ISHARES MSCI BRAZIL                 MSCI,BRAZIL,464286400,159623,2853469,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ISHARES MSCI EMERGING MKT           MSCI EMERG,MKT,464287234,2516430,56740252,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,JABIL CIRCUIT INC,COM,466313103,1694,87816,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,JACK IN THE BOX INC,COM,466367109,201,7018,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,JOHNSON & JOHNSON,COM,478160104,11966,170693,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,JUNIPER NETWORKS INC,COM,48203R104,2105,107015,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,KELLOGG CO,COM,487836108,3452,61800,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,KEYCORP,COM,493267108,95,11342,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,KIMBERLY-CLARK CORP,COM,494368103,7425,87943,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,KINROSS GOLD CORP                   COM NO,PAR,496902404,1997,206700,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,LAM RESEARCH CORP,COM,512807108,1695,46904,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,LEGGETT & PLATT INC,COM,524660107,360,13238,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,LINCOLN NATIONAL CORP,COM,534187109,893,34497,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,LINEAR TECHNOLOGY CORP,COM,535678106,1400,40811,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,LOCKHEED MARTIN CORP,COM,539830109,4592,49758,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,MASCO CORP,COM,574599106,355,21300,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,MCKESSON CORP,COM,58155Q103,4959,51149,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,MEDTRONIC INC,COM,585055106,9080,221345,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,METLIFE INC,COM,59156R108,4408,133823,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,MONSANTO CO,COM,61166W101,7941,83903,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,MORGAN STANLEY                      COM,NEW,617446448,4617,241455,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,NEWMONT MINING CORP,COM,651639106,13653,293983,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,NORFOLK SOUTHERN CORP,COM,655844108,760,12290,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,NORTHERN TRUST CORP,COM,665859104,1457,29042,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,NORTHROP GRUMMAN CORP,COM,666807102,10313,152600,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,NVIDIA CORP,COM,67066G104,13835,1128505,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,O'REILLY AUTOMOTIVE INC,COM,67103H107,5074,56741,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,OCCIDENTAL PETROLEUM CORP,COM,674599105,4420,57700,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ORACLE CORP,COM,68389X105,14121,423798,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PAN AMERICAN SILVER CORP,COM,697900108,495,26437,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PARKER HANNIFIN CORP,COM,701094104,862,10132,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PAYCHEX INC,COM,704326107,5712,183664,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PEPSICO INC,COM,713448108,6281,91786,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PFIZER INC,COM,717081103,1966,78400,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PMC - SIERRA INC,COM,69344F106,52,10032,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PRECISION CASTPARTS CORP,COM,740189105,4103,21662,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PROCTER & GAMBLE CO,COM,742718109,18257,268916,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,PRUDENTIAL FINANCIAL INC,COM,744320102,7557,141696,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,QUALCOMM INC,COM,747525103,18896,305465,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,REGIONS FINANCIAL CORP,COM,7591EP100,293,41096,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,REYNOLDS AMERICAN INC,COM,761713106,427,10316,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,RITE AID CORP,COM,767754104,348,256000,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ROSS STORES INC,COM,778296103,7205,133200,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,SAFEWAY INC                         COM,NEW,786514208,21303,1177588,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,SILVER WHEATON CORP,COM,828336107,256,7100,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ST JUDE MEDICAL INC,COM,790849103,15123,418456,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,STAPLES INC,COM,855030102,23394,2052120,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,STATE STREET CORP,COM,857477103,2712,57700,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,STRYKER CORP,COM,863667101,4276,78006,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,SUNCOR ENERGY INC,COM,867224107,12080,369300,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,SUNTRUST BANKS INC,COM,867914103,233,8228,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,SYMANTEC CORP,COM,871503108,3294,175011,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,T ROWE PRICE GROUP INC,COM,74144T108,5180,79542,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TALISMAN ENERGY INC,COM,87425E103,2935,260900,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TARGET CORP,COM,87612E106,2692,45500,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TD AMERITRADE HOLDING CORP,COM,87236Y108,870,51757,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TEREX CORP,COM,880779103,424,15066,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TEXAS INSTRUMENTS INC,COM,882508104,1650,53400,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TIMKEN CO,COM,887389104,355,7415,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TOLL BROTHERS INC,COM,889478103,352,10900,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TRANSCANADA CORP,COM,89353D107,8191,174200,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,TYCO INTERNATIONAL LTD,SHS,H89128104,8368,286077,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,UNITEDHEALTH GROUP INC,COM,91324P102,8109,149506,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,UNUM GROUP,COM,91529Y106,769,36939,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,US BANCORP                          COM,NEW,902973304,2353,73684,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,VALERO ENERGY CORP,COM,91913Y100,13110,384233,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,VERIZON COMMUNICATIONS INC,COM,92343V104,10307,238200,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WAL-MART STORES INC,COM,931142103,8338,122204,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WALGREEN CO,COM,931422109,5827,157446,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WELLPOINT INC.,COM,94973V107,3102,50912,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WEYERHAEUSER CO,COM,962166104,555,19966,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WHOLE FOODS MARKET INC,COM,966837106,3450,37841,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,WYNN RESORTS LTD,COM,983134107,517,4600,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,XEROX CORP,COM,984121103,16987,2490744,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,XILINX INC,COM,983919101,3470,96773,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,YAMANA GOLD INC,COM,98462Y100,2358,137000,000114036113006490_0001140361-13-006490.txt
2012-12-31,0001140361-13-006490,ZIMMER HOLDINGS INC,COM,98956P102,5599,83994,000114036113006490_0001140361-13-006490.txt
2013-03-31,0001140361-13-020200,ISHARES IBOXX INV GR CORP BD        IBOXX INV,CPBD,464287242,43614,363755,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ISHARES MSCI EMERGING MKT           MSCI EMERG,MKT,464287234,2848627,66603389,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,JACK IN THE BOX INC,COM,466367109,1830,52911,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,JOHNSON & JOHNSON,COM,478160104,6220,76293,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,JOY GLOBAL INC,COM,481165108,794,13347,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,JUNIPER NETWORKS INC,COM,48203R104,17244,930115,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,KELLOGG CO,COM,487836108,5154,80000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,KINROSS GOLD CORP                   COM NO,PAR,496902404,1126,140000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,KRAFT FOODS GROUP INC,COM,50076Q106,3611,70074,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LAM RESEARCH CORP,COM,512807108,3061,73823,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LEGG MASON INC,COM,524901105,2020,62833,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LEGGETT & PLATT INC,COM,524660107,413,12238,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LIFEPOINT HOSPITALS INC,COM,53219L109,1861,38407,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LINEAR TECHNOLOGY CORP,COM,535678106,921,24011,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LOCKHEED MARTIN CORP,COM,539830109,21155,219176,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,LOWE'S COS INC,COM,548661107,283,7453,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MARATHON OIL CORP,COM,565849106,701,20800,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MASCO CORP,COM,574599106,239,11800,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MASTERCARD INC-CLASS A              CL,A,57636Q104,566,1046,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MCKESSON CORP,COM,58155Q103,1115,10327,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MEDTRONIC INC,COM,585055106,7769,165445,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MICROCHIP TECHNOLOGY INC,COM,595017104,3769,102498,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MOHAWK INDUSTRIES INC,COM,608190104,407,3600,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MONSANTO CO,COM,61166W101,14979,141804,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MORGAN STANLEY                      COM,NEW,617446448,7646,347855,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,MURPHY OIL CORP,COM,626717102,357,5600,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NETFLIX INC,COM,64110L106,2953,15600,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NEW GOLD INC,COM,644535106,598,64700,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NEWMONT MINING CORP,COM,651639106,2040,48700,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NOBLE ENERGY INC,COM,655044105,613,5300,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NORTHERN TRUST CORP,COM,665859104,2627,48142,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NORTHROP GRUMMAN CORP,COM,666807102,13219,188436,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,NVIDIA CORP,COM,67066G104,3521,274405,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,O'REILLY AUTOMOTIVE INC,COM,67103H107,5618,54841,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,OCCIDENTAL PETROLEUM CORP,COM,674599105,9255,118100,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ORACLE CORP,COM,68389X105,29604,915682,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,OWENS-ILLINOIS INC                  COM,NEW,690768403,2087,78303,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PARKER HANNIFIN CORP,COM,701094104,5040,55032,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PATTERSON-UTI ENERGY INC,COM,703481101,3864,162061,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PERKINELMER INC,COM,714046109,1732,51497,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PETROCHINA CO LTD -ADR              SPONSORED,ADR,71646E100,952,7222,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PETROLEO BRASILEIRO S.A.-ADR        SPONSORED,ADR,71654V408,2030,122500,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PFIZER INC,COM,717081103,1668,57808,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PIONEER NATURAL RESOURCES CO,COM,723787107,460,3700,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PMC - SIERRA INC,COM,69344F106,1995,293830,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,POLYCOM INC,COM,73172K104,2040,184126,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PRAXAIR INC,COM,74005P104,1460,13087,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PRECISION CASTPARTS CORP,COM,740189105,1396,7362,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,PROCTER & GAMBLE CO,COM,742718109,1357,17607,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,QUALCOMM INC,COM,747525103,12395,185165,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,RANDGOLD RESOURCES LTD-ADR,ADR,752344309,1006,11700,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,RED HAT INC,COM,756577102,10896,215509,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,RIO TINTO PLC-SPON ADR              SPONSORED,ADR,767204100,1836,39000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,RITE AID CORP,COM,767754104,1966,1034700,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ROSS STORES INC,COM,778296103,4794,79091,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ROYAL GOLD INC,COM,780287108,568,8000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,SCHLUMBERGER LTD,COM,806857108,898,11987,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,SEALED AIR CORP,COM,81211K100,1724,71500,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,SILVER WHEATON CORP,COM,828336107,1389,44300,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ST JUDE MEDICAL INC,COM,790849103,13788,340949,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,STAPLES INC,COM,855030102,2092,155896,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,STATE STREET CORP,COM,857477103,3959,67000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,STRYKER CORP,COM,863667101,427,6552,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,SUNCOR ENERGY INC,COM,867224107,7793,256000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,T ROWE PRICE GROUP INC,COM,74144T108,5311,70942,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TALISMAN ENERGY INC,COM,87425E103,2285,184000,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TD AMERITRADE HOLDING CORP,COM,87236Y108,1564,75857,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TEREX CORP,COM,880779103,2195,63773,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TEXAS INSTRUMENTS INC,COM,882508104,1664,46900,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TIMKEN CO,COM,887389104,284,5015,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TRANSCANADA CORP,COM,89353D107,4966,102400,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,TYCO INTERNATIONAL LTD,SHS,H89128104,9570,299077,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,UNITED TECHNOLOGIES CORP,COM,913017109,6284,67260,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,UNITEDHEALTH GROUP INC,COM,91324P102,14993,262069,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,US BANCORP                          COM,NEW,902973304,6979,205684,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VALE SA-SP ADR,ADR,91912E105,1848,106900,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VALERO ENERGY CORP,COM,91913Y100,9264,203657,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VARIAN MEDICAL SYSTEMS INC,COM,92220P105,3156,43827,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VCA ANTECH INC,COM,918194101,1825,77692,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VERISIGN INC,COM,92343E102,9346,197715,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,VISA INC-CLASS A SHARES             COM CL,A,92826C839,1953,11501,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,WAL-MART STORES INC,COM,931142103,5388,72004,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,WEYERHAEUSER CO,COM,962166104,2754,87766,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,WHOLE FOODS MARKET INC,COM,966837106,12955,149341,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,WILLIAMS-SONOMA INC,COM,969904101,2012,39053,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,XEROX CORP,COM,984121103,11386,1323950,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,YAMANA GOLD INC,COM,98462Y100,1441,93900,000114036113020200_0001140361-13-020200.txt
2013-03-31,0001140361-13-020200,ZIMMER HOLDINGS INC,COM,98956P102,4046,53794,000114036113020200_0001140361-13-020200.txt
