filing_date,accession_number,company_name,share_class,cusip,value_thousands,shares,source_file
2010-03-31,0001140361-10-021035,GENERAL ELECTRIC CO,COM,369604103,12046,661849,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GENERAL MILLS INC,COM,370334104,1140,16100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GENUINE PARTS CO,COM,372460105,6048,143189,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GILDAN ACTIVEWEAR INC,COM,375916103,3629,137800,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GILEAD SCIENCES INC,COM,375558103,10177,223810,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GOLDCORP INC,COM,380956409,324,8700,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HARSCO CORP,COM,415864107,3359,105168,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HCC INSURANCE HOLDINGS INC,COM,404132102,4323,156644,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HEALTH NET INC,COM,42222G108,2644,106323,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HELIX ENERGY SOLUTIONS GROUP,COM,42330P107,439,33668,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HELMERICH & PAYNE,COM,423452101,483,12678,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HESS CORP,COM,42809H107,3140,50200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HEWLETT-PACKARD CO,COM,428236103,1850,34800,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HJ HEINZ CO,COM,423074103,233,5115,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,HOME DEPOT INC,COM,437076102,3412,105480,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,IMPERIAL OIL LTD                         COM,NEW,453038408,2123,54900,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,INC,COM,200525103,807,19627,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,INTEGRYS ENERGY GROUP INC,COM,45822P105,344,7268,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,INTEL CORP,COM,458140100,14423,647059,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,INTERNATIONAL PAPER CO,COM,460146103,10438,424138,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,INTUIT INC,COM,461202103,5239,152655,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ISHARES MSCI EMERGING MKT                MSCI EMERG,MKT,464287234,187998,4485500,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ITT EDUCATIONAL SERVICES INC,COM,45068B109,8641,76825,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,JABIL CIRCUIT INC,COM,466313103,6529,403300,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,JANUS CAPITAL GROUP INC,COM,47102X105,944,66093,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,JOHNSON & JOHNSON,COM,478160104,2328,35700,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,JONES APPAREL GROUP INC,COM,480074103,3312,174111,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,JOY GLOBAL INC,COM,481165108,5163,91239,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,KENNAMETAL INC,COM,489170100,8143,289594,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,KEYCORP,COM,493267108,5975,771010,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LAM RESEARCH CORP,COM,512807108,1358,36400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LEGGETT & PLATT INC,COM,524660107,7041,325380,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LIBERTY PROPERTY TRUST                   SH BEN,INT,531172104,4095,120666,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LIFEPOINT HOSPITALS INC,COM,53219L109,2994,81302,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LINCARE HOLDINGS INC,COM,532791100,2197,48960,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LINCOLN NATIONAL CORP,COM,534187109,1656,53932,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LINEAR TECHNOLOGY CORP,COM,535678106,465,16458,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LOCKHEED MARTIN CORP,COM,539830109,2419,29063,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,LUBRIZOL CORP,COM,549271104,3666,39970,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MANPOWER INC,COM,56418H100,1672,29276,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MARATHON OIL CORP,COM,565849106,1724,54488,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MARSHALL & ILSLEY CORP,COM,571837103,2726,338668,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MASCO CORP,COM,574599106,4739,305376,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MCDONALD'S CORP,COM,580135101,367,5500,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MCKESSON CORP,COM,58155Q103,1735,26400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MDU RESOURCES GROUP INC,COM,552690109,4709,218194,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MEDTRONIC INC,COM,585055106,5584,124000,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MERCURY GENERAL CORP,COM,589400100,3738,85489,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MEREDITH CORP,COM,589433101,5473,159057,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,METLIFE INC,COM,59156R108,8374,193207,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MICROCHIP TECHNOLOGY INC,COM,595017104,8958,318102,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MICRON TECHNOLOGY INC,COM,595112103,5432,523802,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MOLEX INC,COM,608554101,8574,411025,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MORGAN STANLEY                           COM,NEW,617446448,1122,38300,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,MURPHY OIL CORP,COM,626717102,4619,82200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NATIONAL INSTRUMENTS CORP,COM,636518102,4918,147465,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NATIONAL OILWELL VARCO INC,COM,637071101,1997,49223,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NATIONAL SEMICONDUCTOR CORP,COM,637640103,5560,384510,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NEWELL RUBBERMAID INC,COM,651229106,10832,712644,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NEWFIELD EXPLORATION CO,COM,651290108,747,14346,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NEWMONT MINING CORP,COM,651639106,6591,129415,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NEXEN INC,COM,65334H102,696,28100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NOBLE CORP                               NAMEN -AKT,H,5833N103,1594,38104,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NORDSON CORP,COM,655663102,1556,22902,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NORFOLK SOUTHERN CORP,COM,655844108,6981,124900,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NORTHROP GRUMMAN CORP,COM,666807102,6891,105100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,NOVELLUS SYSTEMS INC,COM,670008101,4931,197331,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,OCCIDENTAL PETROLEUM CORP,COM,674599105,3657,43260,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,OMNICARE INC,COM,681904108,6846,241982,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ONEOK INC,COM,682680103,3326,72849,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ORACLE CORP,COM,68389X105,15339,596598,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,OSHKOSH CORP,COM,688239201,10307,255512,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PACKAGING CORP OF AMERICA,COM,695156109,293,11919,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PARKER HANNIFIN CORP,COM,701094104,10211,157716,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PATTERSON COS INC,COM,703395103,3187,102646,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PEABODY ENERGY CORP,COM,704549104,4350,95191,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PENSKE AUTO GROUP INC,COM,70959W103,3627,251520,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PETSMART INC,COM,716768106,588,18392,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PFIZER INC,COM,717081103,7657,446500,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PIONEER NATURAL RESOURCES CO,COM,723787107,848,15048,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PITNEY BOWES INC,COM,724479100,3299,134932,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PNM RESOURCES INC,COM,69349H107,754,60200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,POLO RALPH LAUREN CORP                   CL,A,731572103,2691,31643,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,POTLATCH CORP,COM,737630103,1727,49299,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PROASSURANCE CORP,COM,74267C106,3932,67165,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,PUBLIC STORAGE,COM,74460D109,2980,32400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,QLOGIC CORP,COM,747277101,2155,106156,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,QUICKSILVER RESOURCES INC,COM,74837R104,4320,307045,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RADIOSHACK CORP,COM,750438103,2421,106972,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RAYMOND JAMES FINANCIAL INC,COM,754730109,2592,96944,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RAYONIER INC,COM,754907103,2416,53174,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RELIANCE STEEL & ALUMINUM,COM,759509102,804,16341,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RESEARCH IN MOTION,COM,760975102,4581,61930,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,REYNOLDS AMERICAN INC,COM,761713106,6480,120039,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ROSS STORES INC,COM,778296103,4173,78050,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RPM INTERNATIONAL INC,COM,749685103,2833,132750,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RR DONNELLEY & SONS CO,COM,257867101,6924,324317,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,RYDER SYSTEM INC,COM,783549108,2138,55158,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SAFEWAY INC                              COM,NEW,786514208,2577,103659,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SAKS INCORPORATED,COM,79377W108,501,58200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SCANA CORP,COM,80589M102,1759,46800,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SCHLUMBERGER LTD,COM,806857108,361,5690,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SEALED AIR CORP,COM,81211K100,1077,51108,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SERVICE CORP INTERNATIONAL,COM,817565104,6743,734497,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SIMON PROPERTY GROUP INC,COM,828806109,916,10917,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SONOCO PRODUCTS CO,COM,835495102,988,32076,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ST JUDE MEDICAL INC,COM,790849103,4669,113736,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,STANTEC INC,COM,85472N109,2593,99600,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,STARBUCKS CORP,COM,855244109,2852,117501,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,STERIS CORP,COM,859152100,5941,176502,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,STRAYER EDUCATION INC,COM,863236105,575,2362,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SUN LIFE FINANCIAL INC,COM,866796105,1114,34600,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SUNTRUST BANKS INC,COM,867914103,2446,91300,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SYBASE INC,COM,871130100,1069,22926,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SYMANTEC CORP,COM,871503108,6908,408100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,SYNOPSYS INC,COM,871607107,2902,129722,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,T ROWE PRICE GROUP INC,COM,74144T108,1083,19710,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TARGET CORP,COM,87612E106,9515,180890,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TECH DATA CORP,COM,878237106,3876,92503,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TELLABS INC,COM,879664100,3014,398093,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TEMPLE-INLAND INC,COM,879868107,7968,390000,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TENET HEALTHCARE CORP,COM,88033G100,4451,778200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TERADYNE INC,COM,880770102,9820,879138,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TEXAS INSTRUMENTS INC,COM,882508104,1578,64500,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,THOMAS & BETTS CORP,COM,884315102,2391,60932,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,THOR INDUSTRIES INC,COM,885160101,4047,133963,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TIBCO SOFTWARE INC,COM,88632Q103,270,25018,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TIFFANY & CO,COM,886547108,2592,54582,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TIME WARNER INC                          COM,NEW,887317303,2658,85000,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TORCHMARK CORP,COM,891027104,3688,68915,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TORO CO,COM,891092108,1438,29249,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,TORONTO-DOMINION BANK                    COM,NEW,891160509,463,6200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UGI CORP,COM,902681105,3492,131570,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNION PACIFIC CORP,COM,907818108,226,3078,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNIT CORP,COM,909218109,3282,77631,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNITED TECHNOLOGIES CORP,COM,913017109,5926,80500,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNITEDHEALTH GROUP INC,COM,91324P102,4528,138587,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNITRIN INC,COM,913275103,2286,81515,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,UNUM GROUP,COM,91529Y106,3032,122411,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,URBAN OUTFITTERS INC,COM,917047102,2513,66000,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,US BANCORP                               COM,NEW,902973304,4040,156100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VALSPAR CORP,COM,920355104,348,11813,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VANGUARD EMERGING MARKET ETF             EMR MKT,ETF,922042858,438438,10453959,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VCA ANTECH INC,COM,918194101,485,17313,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VERISIGN INC,COM,92343E102,647,24851,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VISHAY INTERTECHNOLOGY INC,COM,928298108,2652,259248,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,VORNADO REALTY TRUST                     SH BEN,INT,929042109,4308,56911,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WAL-MART STORES INC,COM,931142103,4070,73200,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WATSON PHARMACEUTICALS INC,COM,942683103,10560,252806,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WEINGARTEN REALTY INVESTORS              SH BEN,INT,948741103,753,34912,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WELLPOINT INC.,COM,94973V107,3836,59579,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WERNER ENTERPRISES INC,COM,950755108,12951,558958,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WESTERN DIGITAL CORP,COM,958102105,6858,175900,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,WILLIAMS-SONOMA INC,COM,969904101,376,14289,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,XCEL ENERGY INC,COM,98389B100,2107,99400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,XEROX CORP,COM,984121103,4788,491078,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ZIMMER HOLDINGS INC,COM,98956P102,5666,95708,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ZIONS BANCORPORATION,COM,989701107,5119,234400,000114036110021035_0001140361-10-021035.txt
2010-06-30,0001140361-10-032830,IAMGOLD CORP,COM,450913108,661,37400,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,IDEX CORP,COM,45167R104,8412,294429,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,IDEXX LABORATORIES INC,COM,45168D104,2283,37480,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,INTEGRYS ENERGY GROUP INC,COM,45822P105,257,5868,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,INTEL CORP,COM,458140100,6910,355259,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,INTERNATIONAL PAPER CO,COM,460146103,23145,1022738,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,INTERPUBLIC GROUP OF COS INC,COM,460690100,1270,178181,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,INTUIT INC,COM,461202103,3083,88655,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ISHARES MSCI EMERGING MKT                MSCI EMERG,MKT,464287234,384120,10321700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ITT EDUCATIONAL SERVICES INC,COM,45068B109,24883,299725,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,JABIL CIRCUIT INC,COM,466313103,23258,1748730,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,JACOBS ENGINEERING GROUP INC,COM,469814107,3190,87539,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,JOHNSON CONTROLS INC,COM,478366107,5356,199325,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,JONES APPAREL GROUP INC,COM,480074103,9884,623611,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,JOY GLOBAL INC,COM,481165108,9427,188195,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,KENNAMETAL INC,COM,489170100,20377,801285,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,KEYCORP,COM,493267108,7823,1017310,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,KIMCO REALTY CORP,COM,49446R109,2108,156857,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LAM RESEARCH CORP,COM,512807108,6306,165698,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LEGGETT & PLATT INC,COM,524660107,21033,1048480,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LIBERTY PROPERTY TRUST                   SH BEN,INT,531172104,1589,55066,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LIFEPOINT HOSPITALS INC,COM,53219L109,4010,127701,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LINCOLN NATIONAL CORP,COM,534187109,2039,83932,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LINEAR TECHNOLOGY CORP,COM,535678106,1545,55558,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LOEWS CORP,COM,540424108,416,12500,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LOWE'S COS INC,COM,548661107,4107,201114,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,LUBRIZOL CORP,COM,549271104,10120,126008,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MANPOWER INC,COM,56418H100,12914,299076,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MANULIFE FINANCIAL CORP,COM,56501R106,2147,147700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MARATHON OIL CORP,COM,565849106,223,7188,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MARSHALL & ILSLEY CORP,COM,571837103,2617,364552,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MASCO CORP,COM,574599106,4678,434776,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MDU RESOURCES GROUP INC,COM,552690109,8297,460194,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MEDTRONIC INC,COM,585055106,7842,216200,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MERCURY GENERAL CORP,COM,589400100,2576,62160,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MEREDITH CORP,COM,589433101,1585,50926,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,METLIFE INC,COM,59156R108,8262,218807,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MICROCHIP TECHNOLOGY INC,COM,595017104,22459,809613,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MICRON TECHNOLOGY INC,COM,595112103,9465,1114802,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MOHAWK INDUSTRIES INC,COM,608190104,2231,48748,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MOLEX INC,COM,608554101,20710,1135425,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MOODY'S CORP,COM,615369105,3330,167157,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MORGAN STANLEY                           COM,NEW,617446448,9166,394900,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MOTOROLA INC,COM,620076109,11369,1743672,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,MURPHY OIL CORP,COM,626717102,7433,150000,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NATIONAL INSTRUMENTS CORP,COM,636518102,6104,192065,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NATIONAL OILWELL VARCO INC,COM,637071101,1611,48723,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NATIONAL SEMICONDUCTOR CORP,COM,637640103,6867,510210,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NEWELL RUBBERMAID INC,COM,651229106,3169,216444,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NEWFIELD EXPLORATION CO,COM,651290108,4825,98746,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NEXEN INC,COM,65334H102,3283,166600,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NOBLE CORP                               NAMEN -AKT,H,5833N103,2427,78504,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NORDSON CORP,COM,655663102,6531,116456,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NORDSTROM INC,COM,655664100,23756,738000,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NORFOLK SOUTHERN CORP,COM,655844108,24265,457400,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NORTHROP GRUMMAN CORP,COM,666807102,7360,135200,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NOVELLUS SYSTEMS INC,COM,670008101,22948,904899,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,NVIDIA CORP,COM,67066G104,1300,127342,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,OCCIDENTAL PETROLEUM CORP,COM,674599105,5166,66960,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,OFFICE DEPOT INC,COM,676220106,4742,1173779,000114036110032830_0001140361-10-032830.txt
